f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
1.8092394,-7.8137646,4.0679836,3.7659624,-10.949868,-5.739314,0.7914525,-0.8017178,-0.38515794,-5.700885,6.0656023,5.026965,0.7222595,6.001654,5.1098866,-4.3341746,1.8444847,-3.9860537,4.366664,-0.88113075,-0.5754536,-7.209528,6.3706517,-0.019690245,-3.460421,-1.4183544,3.8837795,3.0570452,2.3892536,3.3645408,10.542282,-1.2914194,-2.6966372,-3.6462407,2.4988055,5.298855,0.42922294,-5.01806,-5.792422,3.2134676,3.7647042,3.3214018,-2.8155127,1.6810708,0.3581138,3.1646721,4.0869207,0.10867581,2.8016758,0.44341743,2.8596518,4.864751,-6.878666,-1.3309894,-0.23299178,-3.0114374,0.44899374,8.42256,-3.8686879,5.016622,-9.965227,-2.1142654,1.2224709,4.2515526,2.7053103,4.2195907,-0.6208823,-3.3734744,4.09245,-0.071940936,-6.637525,-6.0153623,-2.9665737,2.91727,0.2737982,2.4761183,-1.9736538,1.6807683,2.9435196,-0.010547157,3.6583543,-2.8122413,-1.1090977,-3.3227298,-6.6437626,2.2311819,-2.8323584,0.09556259,1.4793283,2.343002,3.442934,1.2527732,-1.9342043,-0.23454915,-10.442006,-7.9830112,-8.949971,-5.971278,2.9367177,-5.907187,-2.3297791,7.7304564,-3.0944936,2.5272114,-4.3821974,0.94531494,-5.436341,-1.934473,5.4911413,-9.506379,3.7839963,1.0291247,-3.4153306,-7.3468146,-0.5688087,-3.5618098,1.4531432,-0.2605929,7.253187,-0.71033406,-4.8362036,2.1922429,1.9419422,7.247343,4.1268444,2.2175717,6.4242697,-7.107255
0.62268007,-4.313289,8.413004,0.6407789,6.2234473,0.91887116,3.8465793,0.9777015,8.120725,1.5050437,1.3934655,1.9062501,0.09787982,0.8194452,11.177758,-1.6502973,3.833908,5.971499,6.700497,-0.16605587,-11.784301,2.0418372,-10.959634,6.9663916,-1.0926661,6.1545367,-4.624421,-7.6040316,2.471603,2.332836,0.7377409,0.7382269,12.800701,3.2908866,5.720869,4.1330347,5.483506,-0.9350908,-10.36796,-0.8702934,4.1501884,-4.8095794,-1.3015885,-4.75607,7.8364067,3.901598,2.7143688,3.6327875,-0.39075768,-0.7010756,-5.52734,-12.300191,0.009316078,-0.100715615,5.727532,9.335585,8.406805,-5.565136,-0.91268766,3.3275027,11.811324,7.1321735,5.662205,-1.9417918,-4.210809,3.259068,-8.152473,-0.050305292,-0.0023839474,8.648964,-2.9577332,-12.259301,2.7637253,-3.7450318,-0.09259553,-1.2373109,-2.894053,4.968935,-8.755609,-1.8592343,3.2097526,-2.321022,-7.604904,2.415885,5.9380393,0.9352803,-12.09208,2.7849038,-6.936645,1.7373644,-3.753302,-6.496358,-2.049838,-0.4241861,-2.5271754,2.238026,-2.3587823,5.018297,3.1303613,-4.2107463,-5.4138184,-7.9651265,0.40766335,-3.002829,-12.824472,-1.4013613,-5.051904,7.932303,-7.758118,-7.4276824,5.4540286,7.1996694,-3.6794095,-2.6938605,4.161007,-10.769869,-8.204084,-2.2623994,6.175871,-2.8590004,2.0428073,4.802489,9.840617,-1.7036314,-0.6025384,9.227497,-8.310711,4.122846
2.4714117,-8.104205,-4.9234023,6.3476696,-1.454576,4.713805,1.1104628,-0.671257,5.889843,0.65117794,-7.7236395,-5.1734643,3.888567,2.448933,-7.8723397,-2.6789927,-1.608111,-1.1537193,-7.2560554,-2.5831532,-2.600946,5.2180295,3.1778424,0.20009568,-1.5605034,-0.6037915,-3.6680844,-4.1133895,-5.4321437,-0.022903051,-5.7853208,0.38079154,2.2592866,-8.80259,-0.3403385,-2.3389106,2.6413057,-0.4560851,-7.4763374,-7.0859323,-0.5407079,7.0269694,-13.029028,1.0904047,5.5337324,0.18893526,0.61755073,-3.2049897,-1.077144,-7.8037276,-12.506449,4.1681786,-4.3681626,-3.1370416,-7.178477,-6.262152,-1.3261533,-4.336534,0.13696948,1.6460067,2.020374,0.29949343,8.355293,-4.846269,-2.359084,6.5742064,7.590734,-7.5957046,0.22831708,5.9639926,1.9506263,1.8089079,-1.7803087,-2.35276,1.493238,-2.4658737,0.5505533,1.8771864,-3.1667292,2.3047416,14.89144,-8.151381,0.38726652,-6.4417024,3.2678056,0.61505103,4.181834,7.1373367,-0.31250057,6.555171,-10.758039,7.231258,1.344722,5.055699,-6.582524,-6.057772,0.6873134,0.45409617,2.588924,5.0884004,-8.111635,3.985708,-0.71942776,-2.7599323,-7.1517134,1.7392037,-11.558377,2.0914137,-6.7967043,-0.9427038,-0.6972221,6.0565076,-0.54458594,-3.3253453,-2.1872213,6.207286,1.555568,-1.438964,0.15752,-7.5870633,3.6587648,-9.814664,4.3457394,2.2270806,10.672597,-6.678362,-0.63866717,8.390602
3.7199922,-3.0921736,0.5255065,-6.7689757,-1.464916,-1.4590498,0.31658238,-2.5454233,1.2445631,7.402041,0.9394754,1.2630854,0.20842482,-1.6264333,-4.1501784,0.62114954,-1.9133499,11.461568,7.5086536,3.0406113,-4.810915,-5.1779523,7.0536895,-0.9502842,3.4483795,-7.575248,6.028876,1.4595523,-4.4265823,-4.3697267,1.7138226,1.8807809,-2.3108742,-1.131744,-0.36287877,2.3950872,8.787689,-13.661421,-2.4632075,1.0650973,0.52271724,-2.2412944,-8.385364,2.7510967,8.05201,-8.356864,4.7431636,-1.3673432,-2.23677,-3.2556539,-2.688478,5.976266,2.1299355,7.6842437,6.7804294,0.8994246,9.750114,2.5406914,5.1366115,-2.6363513,0.97573096,-1.7759215,5.304402,-7.414368,3.8442507,-0.78828216,5.039568,3.3511117,8.175785,3.9985256,-7.395605,0.4838798,-5.746083,-0.80691814,7.753493,1.7936711,-4.712017,-5.9769135,0.41728976,-8.115699,-4.195054,1.8777381,7.4203677,5.2377496,-10.569154,2.2190788,-0.47903287,2.042574,6.828637,-10.491351,-2.6921942,3.074833,-8.128249,5.9971333,1.7855735,5.146292,-2.0721724,4.1122355,5.1087027,0.93030953,0.63615495,1.8715132,-5.3672714,-0.90619177,-0.29359457,2.2678497,6.101564,-5.684016,-0.62514806,7.065428,-3.7202213,-4.79971,-0.57647675,4.171628,1.8979154,6.0728383,3.2196498,5.1175213,2.1983242,10.052703,-1.6453228,-10.063457,9.368025,-2.9690974,0.5740323,5.152701,-9.208237,-6.8230667
2.2815688,-2.1537595,2.2340505,2.6654396,-0.15280384,7.256197,-11.10374,-6.6847734,-6.8168592,-2.5182705,-0.19929892,-6.329232,-5.080796,-4.8018456,12.164693,7.787791,-2.0889475,0.15136272,-5.178735,-9.416468,1.126943,-5.488697,-1.3511512,-8.63153,-2.4731615,-1.2996316,2.0690243,1.470532,-5.9860573,5.5315967,-4.7042437,2.500624,-2.0323994,-7.0127087,-0.66553986,1.7693666,2.7735343,0.4338805,8.34468,5.0141087,-0.33385086,3.628626,9.808071,10.823576,-4.209866,-6.3295717,6.660429,-6.97391,-7.4058046,-2.2593281,1.914839,0.41423267,-4.5426493,-3.3204837,-3.0882528,-5.604647,11.175989,2.5297182,5.011971,-2.2290754,-0.33239788,-4.2044787,-10.873567,-5.640494,-10.573568,-10.411019,-6.218112,6.6631107,-0.47941995,6.1863775,3.563736,3.3464508,-4.994662,5.2830725,3.2142015,-1.9406406,2.3317416,3.642861,-2.449458,-5.4509196,-4.709124,1.7561129,2.7906637,-3.601955,1.1274183,2.2350595,1.3664489,8.244057,4.600927,-4.6879845,9.493154,-3.1113532,6.349331,-0.08445914,-3.2797446,-8.227035,-2.77135,-7.5276175,7.158428,7.120104,-3.5403583,2.2817006,-4.11613,-4.0922437,3.3046076,-0.69762045,7.8648405,-2.0406504,5.4921002,0.12458131,5.111566,-1.2761297,0.23238745,1.5883665,-4.398622,3.0074413,3.7572849,3.021658,9.446452,7.116717,-0.35226628,2.0600946,-1.4890528,0.71025413,-3.0207472,6.9942627,2.9981005,0.21149746
-8.65407,-3.6327078,-8.809056,-0.72241,1.099704,6.259788,4.7883725,1.4010738,-3.0993934,2.081625,-4.1012425,-1.7210052,3.9536421,-3.2506523,4.7133303,2.3444443,-5.1910596,4.886748,4.562113,2.3735046,-4.843729,-4.9915843,-1.0866466,1.6284391,-2.7337697,2.2228403,-7.853852,-1.4882276,1.3558733,12.424073,-5.634467,7.890148,-2.4755104,2.0043669,1.596594,1.5941532,0.17538425,8.69019,-1.3421303,4.4319158,-2.8642316,-0.1589415,-4.4749312,3.0206304,6.204592,0.13413636,-1.3849791,-5.5271697,-0.47178322,-9.359098,-3.6350205,1.6992222,3.2062602,11.270522,-3.6154373,7.2935424,-0.1557644,-2.068074,1.5659417,-2.0824382,1.4052908,-2.5560904,-7.8066363,-7.707638,3.5646324,-0.8715552,-5.051316,-0.34504926,4.752317,-1.3059855,-4.1813407,5.7625165,6.5621896,0.709494,3.008822,5.292272,6.9740324,2.908326,3.188235,3.1792536,-5.0056434,3.180578,-7.3656654,-3.9223151,6.2269015,4.4638743,6.359499,-2.312033,-5.8726597,-2.498609,-0.29170513,-0.15148807,4.478017,-1.4229835,1.5576353,-5.2189894,1.2346059,-1.3470919,-2.4986587,-3.1265635,-0.89438915,-1.7596084,7.613241,-0.2723713,-1.3166313,-10.557071,-5.197818,-1.6676384,-5.570588,7.82054,-1.3775247,6.8377213,0.40126458,0.5752874,0.3968725,0.6075139,9.897297,-11.970098,-11.395354,-4.4674406,0.8033523,3.5363915,3.0854306,-2.9438808,5.2443013,7.321316,-0.022840708,4.5458136
-4.354172,2.1176205,-0.83262515,-4.750752,-6.752439,2.4315336,6.736227,-0.9624848,0.463327,2.7580123,-5.356482,3.608558,3.856593,12.912915,-2.2872102,-2.7892995,3.3430188,2.584368,-3.4446337,-1.6233205,2.3638458,-3.5080347,-2.2488291,-0.17100455,4.627449,-4.1819334,-8.343762,-9.393536,-5.8949976,-6.2887836,-0.35821432,-5.4994874,-3.3672135,-4.9929028,-1.7454981,7.675337,2.6389174,0.1297256,-2.7617853,-3.920978,1.1964526,1.2604415,-5.957355,-0.63879657,-9.891944,1.1366245,1.9948841,-1.8160094,8.280856,-3.6020365,0.09585576,-2.2338393,-2.2617755,0.6316494,1.5666969,4.86419,7.7115054,1.0243388,3.286995,-2.7415504,3.0068994,-2.9699912,6.3919597,10.737325,-1.1789695,-11.758919,-1.3171351,4.860645,1.6215663,0.5050454,4.9394774,3.391148,7.2414513,3.8020608,7.707523,3.2015169,4.9706435,-1.5381656,-4.032172,9.095411,-0.6463277,3.005044,0.20094094,-1.8836532,0.023904428,7.1389403,3.7115965,-7.9285283,-1.9269805,8.88089,-1.6462227,-10.210762,9.218094,4.486102,0.61217856,-1.3840952,5.8432446,-2.7271082,6.136587,2.1791892,0.54678833,1.7281032,-0.2709738,5.3216853,-3.9804423,-10.560741,3.2078903,3.6871424,1.9687128,1.897705,-4.130121,3.1932254,-0.955174,-3.7288866,-3.3227825,8.694941,-8.186891,2.8367333,-7.333736,0.49199873,-2.7639513,-9.996701,0.4606995,-1.7977504,-8.937061,3.4694395,6.692197,7.653363
-7.7660375,-4.3225737,3.0867393,3.425946,1.866888,-8.259196,-12.340611,-0.06816134,-3.3820543,1.8800989,4.4443436,-1.0260146,4.412867,0.20223212,3.5531614,-3.979173,-2.004422,2.4145215,3.3838964,-2.3062027,3.5784237,-0.8202939,-0.95374835,5.4996166,-11.163141,-5.289335,-7.1692386,-11.781515,-3.963593,3.710672,-3.3265452,0.18412936,5.8763285,7.1181355,-0.20747912,7.501231,0.889753,-4.9263997,-4.1295533,-5.7182007,-4.4208264,-2.1706529,3.9534788,9.350374,-6.816832,1.207073,-5.153347,1.7098145,-1.2357,-10.009416,5.258145,-1.8137473,-1.5265607,-6.5937862,-2.6878722,2.5965493,0.41294396,2.9140267,1.44434,8.129209,-1.7298454,-6.824489,3.925034,-1.0107825,5.7703466,2.0242789,-1.5066739,0.7154626,9.728598,12.165459,0.40393674,-0.6242063,5.7001896,-2.9405992,3.3926582,-2.6245944,1.0936096,-4.9579144,-9.332246,-11.738294,-7.1998906,-2.3453887,-1.6417406,9.192172,5.2011957,-6.3797107,3.0444918,-1.577765,-2.9195106,1.6625236,4.176566,-0.23291063,6.020437,-5.654322,-0.85696507,13.0334425,1.8287939,5.958334,0.8818961,2.6739235,1.4853522,-1.724673,-3.8081472,0.46231818,-3.2937913,2.0541885,4.889822,3.0146155,-1.1452781,2.9111934,-1.3300984,3.9301615,-7.9075627,-1.5200949,-7.9640965,-7.4206786,6.0643163,5.415459,-3.365645,-7.3612776,-15.871117,-3.4796937,13.021386,1.7149553,-2.8702066,2.861642,-7.8471284,-0.6098887
-0.7671719,-3.0427647,-2.415194,-7.976686,4.029691,-1.1680406,-6.979776,-4.6267986,1.3427354,5.0722585,10.849541,14.037826,0.8619549,-7.7405415,-11.248798,0.40486276,-3.8268864,-2.4416294,-3.4257395,0.27701932,5.7276216,0.83278644,0.7824444,-4.8391614,-8.901563,-3.0445232,0.48171982,9.126903,-0.36952788,6.0407457,-1.0425558,-4.7916846,-3.4116316,-1.9670405,12.754317,-3.6906328,3.7394702,-6.4351444,5.1145573,2.4395332,-0.9217991,-2.1436417,-3.5721123,2.5723276,-3.2933457,-5.9770646,-6.1819983,2.1930606,9.452144,0.19130293,-0.19812103,1.6809691,7.225747,1.6616704,-0.90318453,3.4058723,2.549496,8.234225,0.6647865,-8.221513,-6.99828,7.562717,10.591851,-0.3397232,-2.5049322,5.2113075,-4.9112253,-3.755435,2.9913385,-1.5993071,-0.3196751,0.25007105,2.7691073,5.1602736,-1.2563808,5.208176,-9.137102,-1.3461035,-6.0487437,-5.6123295,-5.5720944,-1.7882429,4.7538824,-6.612371,1.3212837,-0.6701301,-1.9316211,4.3261743,3.070005,8.455652,-1.2368864,-2.5099802,-1.9799567,1.2644091,-0.276684,-5.6578307,0.46911445,1.8813695,14.511038,9.406072,-6.2678576,-1.5305988,-6.9216075,-2.9166956,1.4701412,7.5834513,-3.3473132,-3.5200074,-11.633632,-2.1710963,-5.0804853,-2.6287522,-5.2666225,-0.6644355,-8.669248,-7.757424,9.747711,-5.9194508,-5.963438,8.539662,13.370818,-6.1140313,-0.643786,1.9389898,8.52888,-4.8232656,-0.37482476,4.6146708
-9.687351,-3.1218755,-8.792733,1.321367,1.0026999,3.607049,3.5905285,0.49195415,-2.3683655,3.4978135,-3.1917133,-0.022140644,4.3733964,-4.790136,3.6722286,3.1993833,-5.523538,2.231172,3.1792579,0.54240465,-2.6801083,-3.5574174,-2.2093673,3.6251698,-4.6152368,0.562147,-4.922086,-1.7803103,0.7578277,14.20427,-4.6115193,7.325505,0.741233,2.1133962,-1.0449582,0.6270828,-1.9622223,7.867128,-1.028434,8.692887,-2.0108368,-1.32072,-5.8336024,1.4272101,7.0943856,1.3521326,-0.9280393,-4.5074854,0.4087917,-6.86511,-5.1343093,0.86891234,5.926571,14.894457,-1.911846,6.394327,2.0633664,-0.59249353,2.4759567,0.6377887,-0.06698622,-1.7431409,-6.3576703,-7.1844683,3.5456655,-1.4362562,-3.5003567,-1.9261464,6.06547,2.461844,-5.0516057,5.174093,10.86242,4.6886005,4.24176,8.018835,4.8018622,2.3611112,2.1434808,1.870112,-8.031161,3.6466334,-7.0935297,-4.6058636,6.172383,5.037387,6.036954,-1.1251396,-5.873017,-0.63083583,-0.21425596,1.2057198,5.98589,-2.3941557,1.882468,-4.5728326,2.7094772,-0.049196333,-3.6520665,-1.2903059,-0.9628186,-0.8224,9.492927,0.8240583,-0.5533573,-12.570048,-4.9610157,-1.2752508,-3.8307397,8.475357,-0.18806393,7.4735003,-0.27586743,-0.09235954,-1.5327601,-0.16747981,8.365171,-11.551438,-9.076028,-4.2547555,-1.0693684,2.9629836,3.1355612,-2.8364224,4.3836536,6.363956,0.53332007,3.5724554
2.889229,-7.054149,3.3036087,4.6352124,-9.90831,-7.6997705,-0.06714186,-3.1958551,-2.1618114,-5.5847588,3.0160367,3.4590778,-0.7133732,6.8138185,2.3045425,-3.4370704,2.7767904,-6.4844646,3.6024568,-1.3828086,-1.1170006,-5.170735,6.838066,-0.6764648,-2.5151422,-0.08695187,3.0037203,1.1438715,0.20893301,3.0270748,10.566931,-3.625216,-2.694561,-4.0884447,3.6349447,6.9445057,-0.029722266,-3.1134906,-4.6526265,4.009995,4.0491533,2.8517976,-4.1929226,0.17941403,0.6582044,2.9737265,5.2410774,0.8521401,4.7402763,1.028029,3.3980055,2.624966,-6.6284256,-0.6312021,-1.6963989,-2.2383249,-1.9316022,7.0250583,-5.5935993,3.7406015,-8.731652,-2.1057332,-0.6224485,1.6404775,1.8083776,5.753856,-2.9399621,-0.6492737,4.5600834,-1.1356726,-5.3292265,-5.8315244,-5.3028846,1.5128081,0.558967,2.7817526,-1.4283803,1.1743515,2.9080696,-0.3379173,3.8185198,-4.5495014,-1.8256451,0.12500957,-4.7228346,1.4516116,-2.399776,-0.025419474,0.5336504,2.179873,1.9603813,0.84167033,-3.000286,-0.1384033,-9.4716625,-6.4687643,-6.8392143,-5.2183146,1.8178284,-3.1901941,-1.3314009,5.696516,-0.20399024,4.4983068,-4.912931,-2.1010363,-3.4815571,-0.19201827,4.6964617,-7.7158313,0.49963197,1.4348538,-2.7280746,-7.98111,-0.61334276,-2.1312597,2.2301495,-1.0994434,8.383821,-1.332012,-3.908259,2.0417063,2.1441789,7.0047073,4.302629,4.825312,6.510766,-3.16269
-10.110398,-1.6055872,-9.089991,-0.48144218,0.3462082,5.6376686,6.3844905,1.3011613,-4.3922496,2.6956568,-1.7194508,-0.42863482,5.9737053,-3.7885926,6.0879955,2.5291119,-2.8234086,3.2456148,2.025669,1.8365736,-4.3567004,-4.1027756,-2.8528903,3.774309,-4.381215,3.5894651,-6.0492496,-0.79462564,-0.3786762,13.161319,-5.030843,7.237888,1.4057386,2.7095833,-0.23883036,2.5707152,-0.6056498,4.7654963,-1.9221145,4.818569,-4.0976253,-1.766094,-7.432642,2.7033365,7.3069987,-0.7778183,0.89257264,-7.0412655,0.03386271,-6.918757,-4.2280154,0.53597164,7.555508,15.432918,-3.0069952,7.0830164,2.6947293,-0.9050594,1.120874,1.0595583,0.24206896,-2.057866,-7.3937197,-6.525162,2.344693,-1.1832967,-2.685811,0.4021854,4.7953506,-0.9434683,-2.3852491,4.6773796,8.308791,2.1447835,4.6517572,5.909334,6.0296903,1.8673531,3.2972167,2.19187,-4.881514,3.541188,-6.023726,-3.5748446,6.423612,5.1069975,6.7191944,-0.37351623,-6.392239,-1.2725999,0.90994847,-0.13567846,5.41142,-1.1341499,2.3850005,-5.178053,3.9244256,-1.2028593,-3.8618522,-0.6054885,-0.7585576,-0.7773304,10.011142,-0.29275832,-0.9636547,-10.784139,-5.8718834,-1.0892239,-3.037703,6.4328785,-1.3699939,6.936446,1.01115,0.17226982,-1.1260842,2.0205228,8.653443,-10.615294,-10.346959,-3.224121,1.7898215,1.4217339,1.0955167,-1.3782964,4.544411,5.6735177,1.1294134,4.087509
-7.184121,8.684425,10.695784,6.1240706,1.6952059,8.146384,0.5658276,-0.2086569,-6.541117,1.9547932,1.9989941,-7.725863,-0.5848116,-1.1788863,9.142755,4.607745,1.207877,1.8632903,-0.3875501,-1.123235,-6.262515,-1.119623,-4.5726666,-6.3984065,2.6502988,1.7991645,-8.040212,-0.50322676,5.521627,3.5416214,5.896603,0.51945496,-4.2306623,-3.9945939,1.6068181,1.9626107,5.500308,5.809935,0.29446575,-5.6174335,-2.0860038,0.84503335,-1.180717,-2.0106819,-5.77271e-05,-1.8577381,-2.300219,0.69289815,-1.5648006,1.9270926,2.4370744,-5.413302,-1.4650197,5.9824724,-4.453012,-10.3847065,-9.47078,1.0329306,-0.47677615,-0.56891334,5.461043,-14.290935,2.4838045,10.572347,-5.1964827,-1.2638699,-3.944455,-4.307847,-1.4431351,6.2741933,10.2049885,-1.1936797,8.592531,1.3191942,8.233018,-1.1164553,0.360665,2.875926,15.784874,4.596649,-3.4611194,4.5330453,-1.4666203,-2.6332927,5.751274,0.42084366,0.74663365,0.74056286,2.2584755,1.8573334,-9.789171,1.682067,-6.387862,-7.7808895,-1.0670674,0.96710634,-5.287173,6.365697,-6.015942,-1.5187707,-3.6476822,0.5316085,2.2638946,-3.2475946,2.6443496,1.0052943,-10.061337,-10.668306,-0.33611104,-0.7405407,-0.97410345,-1.872164,1.4905454,2.3487794,-7.461292,-6.5771737,-6.066653,1.6408949,5.5282664,-2.8259716,-12.926261,-7.123937,-5.869261,-3.6390827,-2.3355608,-0.767681,-2.7202532,4.189579
-5.7993374,-7.037902,-2.0339744,-5.6836786,2.9130883,-1.6563938,-9.264139,-5.5878344,1.029116,4.1076746,9.66247,15.237888,1.8113886,-5.801855,-10.480061,1.2622616,-5.085799,-1.43915,-4.4844427,0.18801509,4.5951133,-0.38823414,1.7706907,-4.8493104,-7.536517,-2.6983912,1.2708511,9.549247,0.28098863,5.7209687,-1.3346387,-6.563751,-4.698761,-1.710356,10.779714,-3.0047612,5.2311187,-3.5466287,5.570973,-1.1466529,-1.0830866,-0.5352161,-3.205168,1.1641512,-2.1685884,-7.867156,-7.7339087,3.9200022,7.221827,2.1774077,0.2860302,0.84886736,8.00481,0.20350486,-2.0617085,6.1822205,2.1162593,7.62306,-1.162477,-4.8790236,-5.6836257,7.8263717,9.2740755,-0.5680293,-0.53404677,8.149503,-5.7196026,-2.257396,2.1460798,-5.3505635,-2.2756665,-0.40301892,-0.66550565,6.3237443,1.51511,0.77529514,-10.437595,-0.4569329,-6.4279675,-6.078658,-4.5259476,-0.83414894,4.871129,-6.968272,0.38598818,-1.1588305,-0.6292393,5.5356145,3.493099,6.1191792,-0.920656,-2.9546344,-1.0500637,1.8140926,2.265234,-5.711262,-0.9626583,0.3147891,12.8677,9.443967,-5.4826884,-1.8313158,-8.0928335,-2.1264105,3.5526836,6.8287797,-4.763291,-3.4137702,-11.994589,0.18413481,-5.2976522,-0.9237128,-3.7607858,-0.5524082,-10.407135,-6.9827876,12.238083,-5.765436,-5.351144,10.266256,15.105005,-4.5446954,-2.5197377,2.2185085,7.3585286,-6.8059425,-0.44084284,5.23335
0.6103485,1.9873484,-1.1880342,9.437233,-9.33518,6.3115363,6.878914,-3.913127,12.124428,4.4802737,4.640089,-0.5825818,-2.4432542,-2.4821782,2.3920488,7.4891677,-1.6007729,-6.470333,4.7634525,5.294338,0.022826463,3.072604,-1.4348456,-4.957419,-6.1695085,-8.28411,0.8574146,0.099381864,-3.9374838,-14.858778,-5.6105604,4.981109,-2.773561,1.8935235,-7.998423,6.2787185,-1.1042215,1.4746134,11.440551,6.5997205,-0.31410617,-3.6084783,-0.4122245,3.0163286,0.6772655,-0.53550446,6.497009,1.5320791,11.588924,1.0290405,8.1001005,2.3729894,3.1524687,-2.517863,-5.677794,1.291947,4.4654417,2.2012534,-8.636409,-7.0407705,-7.628746,-9.284425,0.5434184,5.346469,-0.5306603,-12.418761,-1.1559033,-0.6775648,8.844769,-7.1668115,-2.3308165,6.4048777,1.6287234,3.3459373,0.44237018,2.1267018,4.033664,-3.523919,5.836104,-7.508959,3.208158,0.24682406,-2.751729,-2.7395802,-3.309219,-4.671965,-1.5571609,-4.7451344,2.8122582,-5.7493896,2.7482805,-5.949233,-3.8377163,-2.290892,7.9802175,0.69662625,-2.7987049,2.2468836,-11.878109,-0.76637775,9.139868,-0.13512848,0.66758543,1.4482409,4.503668,-9.305165,-8.40234,2.7363904,-1.0494852,7.292811,-2.6870866,-8.691597,-7.328473,-14.300749,-2.6675062,-3.3609765,-1.715804,5.542921,6.6558676,1.139599,-8.952557,3.9100525,3.4776075,1.8253312,3.9650278,-7.740595,10.573222,-6.1536326
-5.7311344,3.7679758,-10.540334,5.9195585,-1.3644605,-6.2757063,-2.5412004,-5.1779866,5.046506,2.505477,-8.276251,-3.6227808,-1.9110667,7.117438,-6.614099,8.31355,-1.3496889,-7.346876,-1.9458648,-4.0811067,-6.4218006,-0.9722041,-4.548708,-9.933399,-2.7688506,-9.8123455,-4.9284463,-5.5418363,-3.473507,9.97624,-0.5212152,1.4161949,-9.298819,-4.932562,1.0499142,-5.8321548,3.5365832,-5.652305,-2.5159445,-3.6874301,1.3707395,-2.706608,-2.4974887,-1.1348467,-4.140692,2.1982138,2.5304453,1.0405529,-0.78564453,2.8223326,0.22791128,-3.5730605,2.226996,7.5074196,-4.0370903,2.922474,-10.712815,1.3909458,9.331303,2.4651566,0.6050154,-3.5496967,1.4982712,-0.92851007,-4.020204,-0.914997,2.6820004,-4.4117055,-4.6358213,-4.7935734,3.0697753,2.436687,0.3578939,4.789871,1.3389883,2.4046452,0.70161676,-1.0768412,-0.99803466,10.759514,-1.8797777,-2.8862576,1.0081629,0.25612816,-8.240266,4.9885764,-0.8499361,-6.214721,4.932256,3.5967188,-7.740094,8.803864,4.9238057,-1.36221,7.4893146,1.5689409,-0.37263346,-3.6126406,2.759354,2.9302297,0.6414837,-5.3310804,0.13480955,0.22806181,-7.3376837,-7.428395,0.71476483,-13.416135,1.8681219,-2.3451097,7.1800694,-3.5851457,1.41517,0.109259695,0.41565758,4.065938,-4.1274915,4.472642,-5.138365,1.0360329,4.384318,4.4308867,9.370835,-3.4914024,-7.745132,-5.127804,3.6638377,3.226101
-5.833673,0.027608097,-3.8965995,-4.883807,-5.1238246,1.5593276,4.3466473,0.63942266,-2.2791176,3.459089,-5.0989757,3.3767834,3.5379372,11.983066,-2.0086849,-2.8736928,4.614498,5.4450727,-3.055299,-2.9375854,2.246923,-5.1054597,-2.6814165,-0.650787,4.488619,-3.5466244,-10.477961,-10.061156,-5.5151954,-4.54751,0.34678644,-5.507886,-1.2389098,-4.0905557,-2.3174515,6.878354,4.1004634,-0.17570433,-2.2309046,-3.9899855,-0.58803415,3.014826,-4.413462,0.83882487,-11.969807,2.158793,3.4488113,-1.4841837,9.519023,-4.458808,-0.21348205,-0.9067685,0.14414056,-0.32219535,0.081096366,4.423141,7.673854,0.5641535,3.915078,-2.9929976,3.0703816,-3.4868767,5.3111515,9.901503,-2.0196915,-10.682679,-2.4844086,7.2130027,2.264421,0.86228096,4.5612645,1.4391766,6.960432,5.2059402,8.754693,2.7110639,5.3019214,-0.5344743,-3.588384,9.434385,1.2481562,6.320929,-0.4756117,-3.606497,0.086452425,8.203445,4.720987,-11.90345,-1.800001,7.7786756,0.97325516,-9.823311,9.01676,4.6364136,0.2885713,-1.4031909,5.6842375,-3.1694582,5.3566,1.6898586,1.5745955,-0.0015101433,-0.8758918,6.300583,-5.8096666,-8.896512,2.5221276,5.0101976,0.40901574,3.113639,-2.2650044,4.316721,0.9589609,-2.2493453,-2.2626824,10.255694,-9.588323,2.379898,-8.69786,-1.0091991,-0.3009625,-9.467403,3.4527032,-0.6295209,-10.720916,6.6003532,6.09329,7.8912826
